,Unnamed: 0,exp,ale,flask,isolate,tech_rep,presence,Reference Seq,Position,Mutation Type,Details,Sequence Change,Gene,coding,organism,left,right,tf,snp_per_tf,dist_to_left
732,374,C321,7,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
809,374,C321,8,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
890,374,C321,9,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
969,374,C321,10,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
1058,374,C321,11,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
1143,374,C321,12,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
1225,374,C321,13,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
1312,374,C321,14,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
1381,291,C321.∆A,0,0,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
1449,291,C321.∆A,1,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
1526,291,C321.∆A,2,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
1608,291,C321.∆A,3,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
1684,291,C321.∆A,4,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
1757,291,C321.∆A,5,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
1829,291,C321.∆A,6,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
1907,291,C321.∆A,7,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
1983,291,C321.∆A,8,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
2055,291,C321.∆A,9,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
2139,291,C321.∆A,10,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
2216,291,C321.∆A,11,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
2284,291,C321.∆A,12,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
2360,291,C321.∆A,13,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
2428,401,C321.∆A.earlyfix,0,0,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
2500,401,C321.∆A.earlyfix,1,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
2577,401,C321.∆A.earlyfix,2,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
2658,401,C321.∆A.earlyfix,3,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
2735,401,C321.∆A.earlyfix,4,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
2815,401,C321.∆A.earlyfix,5,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
2892,401,C321.∆A.earlyfix,6,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
2966,401,C321.∆A.earlyfix,7,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
3040,401,C321.∆A.earlyfix,8,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
3116,401,C321.∆A.earlyfix,9,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
3195,401,C321.∆A.earlyfix,10,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
3271,401,C321.∆A.earlyfix,11,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
3350,401,C321.∆A.earlyfix,12,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
3432,401,C321.∆A.earlyfix,13,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
3518,401,C321.∆A.earlyfix,14,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
23,91,42C,8,164,1,1,1.0,NC_000913,2278298,SNP,intergenic (‑61/+272),C→T,yejG/bcr,False,Escherichia coli,2278283,2278298,,,15
5318,470,HOT_dnaQ,11,56,0,1,1.0,NC_000913,2278298,SNP,intergenic (‑61/+272),C→T,yejG/bcr,False,Escherichia coli,2278283,2278298,,,15
5377,470,HOT_dnaQ,12,56,0,1,1.0,NC_000913,2278298,SNP,intergenic (‑61/+272),C→T,yejG/bcr,False,Escherichia coli,2278283,2278298,,,15
5379,213,HOT_dnaQ,12,133,0,1,0.77,NC_000913,2509578,SNP,intergenic (‑152/‑52),C→T,glk/yfeO,False,Escherichia coli,2509570,2509585,,,8
4668,17,GLV,1,55,1,1,1.0,NC_000913,3184821,SNP,intergenic (‑355/‑19),T→G,ribB/yqiC,False,Escherichia coli,3184810,3184825,,,11
4704,17,GLV,2,57,1,1,1.0,NC_000913,3184821,SNP,intergenic (‑355/‑19),T→G,ribB/yqiC,False,Escherichia coli,3184810,3184825,,,11
6153,1817,WT-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,6,6,0,1,1.0,NC_000913,3378863,SNP,intergenic (‑212/+7),A→G,rplM/zapE,False,Escherichia coli,3378852,3378867,,,11
5821,944,"TOL_1,2-propanediol",3,50,2,1,1.0,NC_000913,850338,SNP,intergenic (‑241/‑112),A→G,rhtA/ompX,False,Escherichia coli,850332,850347,,,6
253,182,C321,1,1,2,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
328,182,C321,2,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
407,182,C321,3,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
488,182,C321,4,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
559,182,C321,5,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
640,182,C321,6,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
712,182,C321,7,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
789,182,C321,8,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
870,182,C321,9,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
946,182,C321,10,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
1038,182,C321,11,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
1123,182,C321,12,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
1203,182,C321,13,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
1289,182,C321,14,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
1365,134,C321.∆A,0,0,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
1431,134,C321.∆A,1,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
1504,134,C321.∆A,2,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
1586,134,C321.∆A,3,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
1662,134,C321.∆A,4,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
1738,134,C321.∆A,5,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
1811,134,C321.∆A,6,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
1886,134,C321.∆A,7,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
1964,134,C321.∆A,8,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
2035,134,C321.∆A,9,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
2118,134,C321.∆A,10,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
2196,134,C321.∆A,11,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
2267,134,C321.∆A,12,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
2340,134,C321.∆A,13,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
2410,251,C321.∆A.earlyfix,0,0,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
2479,251,C321.∆A.earlyfix,1,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
2557,251,C321.∆A.earlyfix,2,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
2635,251,C321.∆A.earlyfix,3,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
2713,251,C321.∆A.earlyfix,4,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
2793,251,C321.∆A.earlyfix,5,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
2869,251,C321.∆A.earlyfix,6,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
2945,251,C321.∆A.earlyfix,7,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
3021,251,C321.∆A.earlyfix,8,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
3094,251,C321.∆A.earlyfix,9,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
3172,251,C321.∆A.earlyfix,10,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
3249,251,C321.∆A.earlyfix,11,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
3328,251,C321.∆A.earlyfix,12,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
3410,251,C321.∆A.earlyfix,13,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
3496,251,C321.∆A.earlyfix,14,1,1,1,1.0,NC_000913,850389,SNP,intergenic (‑292/‑61),T→C,rhtA/ompX,False,Escherichia coli,850378,850393,,,11
100,556,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,236,1,1,1.0,NC_000913,1311079,SNP,intergenic (‑214/‑10),T→G,yciI/tonB,False,Escherichia coli,1311068,1311083,,,11
4654,147,GLV,1,55,1,1,1.0,NC_000913,1741247,SNP,intergenic (+125/‑166),T→G,ydhC/cfa,False,Escherichia coli,1741241,1741256,,,6
4691,147,GLV,2,57,1,1,1.0,NC_000913,1741247,SNP,intergenic (+125/‑166),T→G,ydhC/cfa,False,Escherichia coli,1741241,1741256,,,6
1687,1026,C321.∆A,4,1,2,1,1.0,NC_000913,2068207,SNP,intergenic (‑315/+54),T→C,yoeG/yoeH,False,Escherichia coli,2068204,2068219,,,3
3661,490,ECNR2.1,9,1,1,1,1.0,NC_000913,2313434,SNP,intergenic (+258/‑54),T→C,micF/rcsD,False,Escherichia coli,2313430,2313445,,,4
125,734,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,52,1,1.0,NC_000913,2788675,SNP,intergenic (+26/‑310),A→C,ygaQ/csiD,False,Escherichia coli,2788670,2788685,,,5
4076,46,EEPcydBappCcyoB,2,21,0,1,0.22,NC_000913,2788671,SNP,intergenic (+24/‑312),A→T,ygaQ/csiD,False,Escherichia coli,2788670,2788685,,,1
4077,55,EEPcydBappCcyoB,2,21,0,1,0.22,NC_000913,2788672,SNP,intergenic (+25/‑311),A→T,ygaQ/csiD,False,Escherichia coli,2788670,2788685,,,2
4078,57,EEPcydBappCcyoB,2,21,0,1,0.22,NC_000913,2788674,SNP,intergenic (+27/‑309),A→T,ygaQ/csiD,False,Escherichia coli,2788670,2788685,,,4
5227,11,Glycerol_2006,1,15,0,1,1.0,NC_000913,3336864,SNP,intergenic (‑63/+97),A→C,ibaG/mlaB,False,Escherichia coli,3336858,3336873,,,6
5403,397,HOT_dnaQ,12,56,1,1,1.0,NC_000913,3828936,SNP,intergenic (‑271/‑9),T→C,gltS/xanP,False,Escherichia coli,3828930,3828945,,,6
5552,11,HRD_atpIC,14,63,1,1,1.0,NC_000913,4180506,SNP,E672K (GAA→AAA) ,G→A,rpoB,True,Escherichia coli,4180505,4180520,,,1
256,194,C321,1,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
331,194,C321,2,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
410,194,C321,3,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
491,194,C321,4,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
562,194,C321,5,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
643,194,C321,6,1,2,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
715,194,C321,7,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
793,194,C321,8,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
873,194,C321,9,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
950,194,C321,10,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
1042,194,C321,11,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
1126,194,C321,12,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
1206,194,C321,13,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
1293,194,C321,14,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
1368,146,C321.∆A,0,0,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
1434,146,C321.∆A,1,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
1507,146,C321.∆A,2,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
1589,146,C321.∆A,3,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
1665,146,C321.∆A,4,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
1741,146,C321.∆A,5,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
1814,146,C321.∆A,6,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
1889,146,C321.∆A,7,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
1967,146,C321.∆A,8,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
2038,146,C321.∆A,9,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
2121,146,C321.∆A,10,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
2199,146,C321.∆A,11,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
2270,146,C321.∆A,12,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
2343,146,C321.∆A,13,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
2413,263,C321.∆A.earlyfix,0,0,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
2482,263,C321.∆A.earlyfix,1,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
2560,263,C321.∆A.earlyfix,2,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
2639,263,C321.∆A.earlyfix,3,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
2716,263,C321.∆A.earlyfix,4,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
2796,263,C321.∆A.earlyfix,5,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
2872,263,C321.∆A.earlyfix,6,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
2948,263,C321.∆A.earlyfix,7,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
3024,263,C321.∆A.earlyfix,8,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
3097,263,C321.∆A.earlyfix,9,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
3175,263,C321.∆A.earlyfix,10,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
3252,263,C321.∆A.earlyfix,11,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
3331,263,C321.∆A.earlyfix,12,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
3413,263,C321.∆A.earlyfix,13,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
3499,263,C321.∆A.earlyfix,14,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
5915,85,"TOL_2,3-butanediol",3,50,3,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,5
5947,445,TOL_adipic_acid,1,50,2,1,1.0,NC_000913,2530235,SNP,intergenic (‑59/+12),G→T,ligA/zipA,False,Escherichia coli,2530231,2530248,,,4
4614,6,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,17,104,1,1,1.0,NC_000913,4100717,SNP,intergenic (‑192/‑93),G→T,rhaT/sodA,False,Escherichia coli,4100709,4100726,,,8
3629,25,ECNR2.1,3,1,1,1,1.0,NC_000913,2071304,SNP,intergenic (+93/‑13),A→G,yeeP/isrC,False,Escherichia coli,2071299,2071318,,,5
3642,25,ECNR2.1,6,1,1,1,1.0,NC_000913,2071304,SNP,intergenic (+93/‑13),A→G,yeeP/isrC,False,Escherichia coli,2071299,2071318,,,5
3671,758,ECNR2.1,11,1,2,1,1.0,NC_000913,2071308,SNP,intergenic (+97/‑9),G→T,yeeP/isrC,False,Escherichia coli,2071299,2071318,,,9
3671,758,ECNR2.1,11,1,2,1,1.0,NC_000913,2071308,SNP,intergenic (+97/‑9),G→T,yeeP/isrC,False,Escherichia coli,2071306,2071325,,,2
220,311,Bop_27_TPP,1,36,0,1,1.0,NC_000913,3238383,SNP,intergenic (+86/‑197),A→G,ygjR/alx,False,Escherichia coli,3238369,3238387,,,14
6121,868,WT-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,6,6,0,1,1.0,NC_000913,1905682,SNP,intergenic (+423/‑6),A→G,yobD/mntP,False,Escherichia coli,1905682,1905699,,,0
1687,1026,C321.∆A,4,1,2,1,1.0,NC_000913,2068207,SNP,intergenic (‑315/+54),T→C,yoeG/yoeH,False,Escherichia coli,2068198,2068215,,,9
51,68,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,1,1,1.0,NC_000913,2512759,SNP,intergenic (‑53/‑283),A→C,mntH/nupC,False,Escherichia coli,2512753,2512770,,,6
51,68,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,1,1,1.0,NC_000913,2512759,SNP,intergenic (‑53/‑283),A→C,mntH/nupC,False,Escherichia coli,2512754,2512771,,,5
51,68,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,1,1,1.0,NC_000913,2512759,SNP,intergenic (‑53/‑283),A→C,mntH/nupC,False,Escherichia coli,2512759,2512776,,,0
4245,394,EEPcyoB,11,47,0,1,0.32,NC_000913,3706016,SNP,intergenic (‑227/+81),C→T,dppB/dppA,False,Escherichia coli,3706003,3706020,,,13
5246,13,HOT,8,50,0,1,0.23,NC_000913,3706017,SNP,intergenic (‑227/+81),C→T,dppB/dppA,False,Escherichia coli,3706003,3706020,,,14
5250,13,HOT,10,112,0,1,0.23,NC_000913,3706017,SNP,intergenic (‑227/+81),C→T,dppB/dppA,False,Escherichia coli,3706003,3706020,,,14
5269,13,HOT,15,55,0,1,0.31,NC_000913,3706017,SNP,intergenic (‑227/+81),C→T,dppB/dppA,False,Escherichia coli,3706003,3706020,,,14
