",",locus_tag,cog,essential,y-ome,tpm,tpm_ctrl,tpm_all,reg_effect
1339,BSU_09620,No COG category,essential,well-annotated,2151.365864,3848.018447,2325.378748,unknown
1340,new_1038543_1038616,No COG category,essential,well-annotated,253.1926636,141.9363203,164.1248634,unknown
1341,BSU_09630,No COG category,essential,well-annotated,2325.146487,2844.185803,2638.40441,unknown
1342,new_1038761_1038814,No COG category,essential,well-annotated,2274.020223,2702.352201,2504.574829,unknown
1343,BSU_09640,Cell wall/membrane/envelope biogenesis,essential,well-annotated,908.8216041,859.6466711,764.9385257,unknown
1344,BSU_09650,Transcription,essential,well-annotated,1599.937613,2358.248443,1636.218837,unknown
1345,BSU_09660,Carbohydrate transport and metabolism,essential,well-annotated,3701.677314,8469.141391,4600.739321,unknown
1346,new_1041710_1041809_c,No COG category,essential,well-annotated,7922.523337,17360.24876,9742.659972,unknown
1347,new_1041733_1041928,No COG category,essential,well-annotated,1015.329103,974.2174402,683.8328886,unknown
1348,new_1041930_1041993,No COG category,essential,well-annotated,9950.610414,19736.79345,12628.10026,unknown
1349,BSU_09670,Amino acid transport and metabolism,essential,well-annotated,7086.670955,13033.16633,8786.969677,unknown
1350,BSU_09680,Energy production and conversion,essential,well-annotated,938.4782504,2320.628708,932.1381636,NhaX
1351,new_1044247_1044317_c,No COG category,essential,well-annotated,919.7617416,2853.664471,868.0293416,NhaX
1352,BSU_09690,Signal transduction,essential,well-annotated,725.2704498,1775.48813,470.2551717,SigB
1353,new_1044967_1045036,No COG category,essential,well-annotated,3428.44967,7538.177234,4108.226474,"AbrB,BmrB"
1354,BSU_09700,No COG category,essential,well-annotated,4938.32949,6991.081799,5405.26637,"AbrB,BmrB"
1355,new_1045199_1045317,No COG category,essential,well-annotated,1254.812357,1167.009023,1094.988498,"AbrB,BmrB"
1356,BSU_09710,Defense mechanisms,essential,well-annotated,1043.573776,894.4766429,888.7291509,"AbrB,BmrB"
1357,BSU_09720,No COG category,essential,well-annotated,996.1260542,879.0491364,846.0505183,"AbrB,BmrB"
1358,BSU_09730,Carbohydrate transport and metabolism,essential,well-annotated,1567.876562,2336.28409,1670.830883,unknown
1359,BSU_09740,No COG category,essential,well-annotated,183.8587041,145.6942368,140.2833522,unknown
1360,BSU_09750,Function unknown,essential,well-annotated,580.2587013,545.0708659,223.9914727,"SpoVT,SigG"
1361,new_1050235_1050345_c,No COG category,essential,well-annotated,582.4632724,575.2718238,217.3535728,"SpoVT,SigG"
1362,BSU_09760,Function unknown,essential,well-annotated,419.6477925,331.5080285,404.038791,unknown
1363,BSU_09770,Coenzyme transport and metabolism,essential,well-annotated,452.2929414,239.9184007,215.8821275,"SigE,SpoIIID"
1364,BSU_09780,Coenzyme transport and metabolism,essential,well-annotated,393.4315061,195.171691,176.8644153,"SigE,SpoIIID"
1365,new_1053254_1053359_c,No COG category,essential,well-annotated,394.1337874,185.5417444,167.9513987,"SigE,SpoIIID"
1366,BSU_09790,Function unknown,essential,well-annotated,2298.849277,3108.278373,2293.762016,unknown
1367,new_1054654_1054745,No COG category,essential,well-annotated,3509.805994,3687.941357,3354.076781,unknown
1368,BSU_09800,Function unknown,essential,well-annotated,3465.547681,4774.387671,3401.605219,unknown
1369,BSU_09810,"Replication, recombination and repair",essential,well-annotated,961.9999098,894.2286757,907.9380164,LexA
1370,new_1056384_1056537,No COG category,essential,well-annotated,7941.946488,1476.73987,9252.323537,unknown
1371,new_1056539_1056622,No COG category,essential,well-annotated,2996.192941,844.2345137,3748.50601,unknown
1372,BSU_09830,Function unknown,essential,well-annotated,733.6968546,172.1234676,500.8900003,"SigE,SpoIIID"
1373,BSU_09840,Coenzyme transport and metabolism,essential,well-annotated,1301.247117,1747.649308,1240.322867,"SigA,Rex"
1374,BSU_09850,Inorganic ion transport and metabolism,essential,well-annotated,948.9302758,982.0141483,842.4224071,unknown
1375,BSU_09860,Inorganic ion transport and metabolism,essential,well-annotated,1777.408145,2055.537534,1615.315208,unknown
1376,BSU_09870,No COG category,essential,well-annotated,2959.723132,3831.782612,2592.449193,unknown
1377,BSU_09880,Lipid transport and metabolism,essential,well-annotated,572.9240994,264.3856383,442.5817033,CcpA
1378,BSU_09889,Function unknown,essential,well-annotated,468.1828724,472.8700634,425.1711807,unknown
1379,BSU_09890,Function unknown,essential,well-annotated,1933.72049,5435.511166,2297.740248,AbrB
1380,BSU_09900,Energy production and conversion,essential,well-annotated,1415.690143,3171.830585,1654.00743,AbrB
1381,BSU_09910,"Replication, recombination and repair",essential,well-annotated,1069.672173,1332.943579,1003.83052,LexA
1382,BSU_09920,"Replication, recombination and repair",essential,well-annotated,1915.940358,2219.009302,1696.916664,LexA
1383,BSU_09930,"Replication, recombination and repair",essential,well-annotated,6460.931773,7907.467468,6613.278763,LexA
1384,BSU_09940,Function unknown,essential,well-annotated,924.1749475,671.572805,690.5490102,SigE
1385,BSU_09950,Cell wall/membrane/envelope biogenesis,essential,well-annotated,18958.55596,34677.20498,20881.6776,unknown
1386,BSU_09958,No COG category,essential,well-annotated,485.1568451,2807.1686,211.556617,"GerE,SigK"
1387,new_1071489_1071740,No COG category,essential,well-annotated,430.8654796,2438.705783,201.536872,"GerE,SigK"
1388,new_1071709_1071971_c,No COG category,essential,well-annotated,4025.78011,4339.460571,3976.545602,unknown
1389,new_1071742_1072225,No COG category,essential,well-annotated,258.6092377,255.4328031,205.6432632,"GerE,SigK"
1390,new_1071973_1072041_c,No COG category,essential,well-annotated,2286.331037,3227.273207,2449.123822,unknown
1391,BSU_09965,Function unknown,essential,well-annotated,1822.519557,2695.056868,1901.009465,unknown
1392,BSU_09980,Function unknown,essential,well-annotated,2828.904027,5334.7317,3056.044848,unknown
1393,new_1072963_1073105_c,No COG category,essential,well-annotated,2917.995432,4466.719673,3245.218719,"SigA,SenS,SalA,CodY,AbrB"
1394,BSU_09990,Transcription,essential,well-annotated,6938.095743,15375.0129,8647.695447,"SigA,SenS,SalA,CodY,AbrB"
1395,new_1073110_1073875,No COG category,essential,well-annotated,858.5361095,704.2774109,831.7464539,unknown
1396,BSU_10000,Function unknown,essential,well-annotated,10325.58969,12921.62597,10760.81703,unknown
1397,new_1074350_1074613_c,No COG category,essential,well-annotated,1689.058991,2635.023294,1792.490801,SigA
1398,BSU_10009,No COG category,essential,well-annotated,327.2819238,158.9027189,212.9321523,unknown
1399,new_1074573_1076008,No COG category,essential,well-annotated,256.2309822,137.8733681,189.6242941,unknown
1400,BSU_10010,Function unknown,essential,well-annotated,13180.3536,19739.52974,13743.38725,SigA
1401,new_1075165_1075252_c,No COG category,essential,well-annotated,16791.05697,22739.29649,18454.05192,SigA
1402,BSU_10020,Amino acid transport and metabolism,essential,well-annotated,8822.127052,22274.41621,11628.68224,unknown
1403,new_1076420_1076501_c,No COG category,essential,well-annotated,731.6673584,1227.408701,737.5259492,unknown
1404,BSU_10030,Nucleotide transport and metabolism,essential,well-annotated,6563.70192,11148.02096,7379.206635,unknown
1405,new_1077024_1077320_c,No COG category,essential,well-annotated,529.8302466,585.3679713,230.7521052,unknown
1406,BSU_10040,Defense mechanisms,essential,well-annotated,3402.041376,5566.288616,3765.824365,unknown
1407,BSU_10050,Intracellular trafficking and secretion,essential,well-annotated,2831.449444,3495.7832,3032.516963,unknown
1408,BSU_10060,Function unknown,essential,well-annotated,1968.806041,1765.547598,2052.04976,unknown
1409,BSU_10070,Amino acid transport and metabolism,essential,well-annotated,5669.733354,16050.15935,8551.133769,unknown
1410,BSU_10080,Energy production and conversion,essential,well-annotated,255.0427722,263.1971396,181.5345071,unknown
1411,BSU_10090,No COG category,essential,well-annotated,395.3238295,497.6887618,368.8780157,unknown
1412,BSU_10100,Function unknown,essential,well-annotated,4597.130951,7660.3787,4979.723765,unknown
1413,BSU_10110,Cell wall/membrane/envelope biogenesis,essential,well-annotated,963.6620252,1273.073501,896.8357635,"SigA,SigG"
1414,BSU_10120,Coenzyme transport and metabolism,essential,well-annotated,5607.727651,5686.794673,4813.931841,unknown
1415,BSU_10130,Coenzyme transport and metabolism,essential,well-annotated,5679.261221,5068.348457,4846.407498,unknown
1416,BSU_10140,Coenzyme transport and metabolism,essential,well-annotated,3510.67301,2840.639425,2889.091138,unknown
1417,BSU_10150,Transcription,essential,well-annotated,1715.473172,2726.623902,1736.299369,unknown
1418,new_1090331_1090400,No COG category,essential,well-annotated,1780.10897,3775.102235,1720.246985,unknown
1419,BSU_10160,Function unknown,essential,well-annotated,1236.379485,2295.670707,1184.366603,unknown
1420,BSU_10170,Lipid transport and metabolism,essential,well-annotated,897.7653145,1053.810687,801.7451994,FapR
1421,BSU_10180,Function unknown,essential,well-annotated,537.6591,693.6672682,520.4803906,unknown
1422,new_1094366_1094987_c,No COG category,essential,well-annotated,298.3158966,144.6176673,169.3189926,unknown
1423,new_1094651_1095022,No COG category,essential,well-annotated,665.4432417,990.9029808,649.4163965,unknown
1424,BSU_10200,Carbohydrate transport and metabolism,essential,well-annotated,2606.079288,4129.066676,2697.019056,unknown
1425,BSU_10210,Function unknown,essential,well-annotated,1720.083096,2141.342719,1692.335628,unknown
1426,BSU_10220,Energy production and conversion,essential,well-annotated,8594.67625,16712.03733,10398.94824,unknown
1427,new_1097850_1097950_c,No COG category,essential,well-annotated,11796.38816,22986.51286,14242.35403,unknown
1428,new_1097952_1098088_c,No COG category,essential,well-annotated,453.7230397,227.4491133,317.6402663,YlxR
1429,BSU_10230,Function unknown,essential,well-annotated,602.4316441,233.6167651,395.4632987,YlxR
1430,BSU_10240,Function unknown,essential,well-annotated,3171.442396,5399.836464,3209.204478,unknown
1431,BSU_10250,Coenzyme transport and metabolism,essential,well-annotated,2537.257683,3878.81432,2487.015873,unknown
1432,BSU_10260,Carbohydrate transport and metabolism,essential,well-annotated,3744.912132,4540.388399,3505.975016,unknown
1433,BSU_10270,Lipid transport and metabolism,essential,well-annotated,540.5263115,378.7757082,450.5832895,"SigA,FadR,CcpA"
1434,BSU_10280,Function unknown,essential,well-annotated,493.9804406,331.5310077,252.6681488,SigF
1435,BSU_10290,"Post-translational modification, protein turnover, and chaperones",essential,well-annotated,509.8233309,454.7405982,417.2013454,unknown
1436,BSU_10300,"Post-translational modification, protein turnover, and chaperones",essential,well-annotated,929.8939606,1241.87134,824.9140507,"SigA,SinR,CodY,DegU,AbrB,ScoC"
1437,new_1105569_1105635_c,No COG category,essential,well-annotated,1423.349626,2513.008786,1498.28878,"SigA,SinR,CodY,DegU,AbrB,ScoC"
1438,BSU_10310,Transcription,essential,well-annotated,930.3788779,1543.938959,940.4451545,unknown
1439,BSU_10320,Energy production and conversion,essential,well-annotated,1683.080989,2912.818311,1620.024594,unknown
1440,new_1107562_1107672,No COG category,essential,well-annotated,706.885511,1452.880167,705.1664371,unknown
1441,BSU_10330,Cell wall/membrane/envelope biogenesis,essential,well-annotated,4489.491844,14131.23564,4791.12919,Fur
1442,BSU_10340,Carbohydrate transport and metabolism,essential,well-annotated,3502.89802,7529.821762,4040.449258,BirA
1443,BSU_10350,Lipid transport and metabolism,essential,well-annotated,2367.54568,13449.82704,3683.853567,BirA
1444,BSU_10360,Lipid transport and metabolism,essential,well-annotated,1924.796886,9742.659972,2757.604801,BirA
1445,BSU_10370,Function unknown,essential,well-annotated,1411.934017,9655.933333,2309.796442,BirA
1446,BSU_10380,Cell motility,essential,well-annotated,4469.448356,8781.185452,5892.033836,SigD
1447,BSU_10390,Energy production and conversion,essential,well-annotated,252.6403924,175.4723614,177.9650337,SigF
1448,BSU_10400,No COG category,essential,well-annotated,335.5509039,185.1306557,181.735947,SigE
1449,BSU_10410,Function unknown,essential,well-annotated,6093.016846,10659.85357,7995.929297,unknown
1450,new_1116857_1117712_c,No COG category,essential,well-annotated,233.1011616,517.2077203,189.2959848,SigB
1451,BSU_10420,Transcription,essential,well-annotated,2185.787849,2707.789735,2178.470709,"ComK,Rok,Spo0A,SigA,CodY,DegU,AbrB"
1452,new_1117688_1117833,No COG category,essential,well-annotated,677.1421033,919.3688656,639.0123483,"ComK,Rok,Spo0A,SigA,CodY,DegU,AbrB"
1453,BSU_10430,Lipid transport and metabolism,essential,well-annotated,483.9510333,2517.018317,405.8773437,SigB
1454,new_1117924_1118790,No COG category,essential,well-annotated,577.2409872,650.5878187,494.3537617,"ComK,Rok,Spo0A,SigA,CodY,DegU,AbrB"
1455,BSU_10440,Function unknown,essential,well-annotated,13806.11543,19463.72201,14749.20936,unknown
1456,BSU_10450,Amino acid transport and metabolism,essential,well-annotated,975.7177119,2781.023075,1238.948067,"ComK,CodY"
1457,BSU_10460,Function unknown,essential,well-annotated,1021.010437,3071.015333,1321.627595,"ComK,CodY"
1458,new_1120829_1120947_c,No COG category,essential,well-annotated,1197.70881,3672.890067,1642.070098,"ComK,CodY"
1459,BSU_10470,Function unknown,essential,well-annotated,277.7450207,182.8098505,230.4484094,LexA
1460,new_1121267_1121506,No COG category,essential,well-annotated,390.5306932,293.7408292,272.40323,LexA
1461,BSU_10480,Function unknown,essential,well-annotated,1714.002693,1798.651541,1686.129934,LexA
1462,BSU_10490,Intracellular trafficking and secretion,essential,well-annotated,1482.889455,1257.288486,1413.493957,LexA
1463,new_1122762_1122861,No COG category,essential,well-annotated,416.2164381,523.0844236,415.8155787,unknown
1464,BSU_10500,Energy production and conversion,essential,well-annotated,268.7426162,308.9008434,270.5591083,unknown
1465,BSU_10510,Transcription,essential,well-annotated,538.9756252,807.3777395,545.8648538,unknown
1466,new_1124979_1125122_c,No COG category,essential,well-annotated,349.1152974,383.2919797,332.5667212,"SigA,NtdR"
1467,BSU_10520,Carbohydrate transport and metabolism,essential,well-annotated,368.6745287,358.666701,342.367038,"SigA,NtdR"
1468,new_1125843_1126369,No COG category,essential,well-annotated,353.6855645,352.4073002,285.4709239,unknown
1469,BSU_10530,Function unknown,essential,well-annotated,563.354066,619.0447956,512.7102749,"SigA,NtdR"
1470,BSU_10540,Function unknown,essential,well-annotated,464.6346094,542.2446111,420.7443243,"SigA,NtdR"
1471,BSU_10550,Amino acid transport and metabolism,essential,well-annotated,353.0183885,393.8493269,318.003757,"SigA,NtdR"
1472,new_1128482_1129270,No COG category,essential,well-annotated,228.8136671,141.4354541,168.955558,AbrB
1473,new_1129272_1129714,No COG category,essential,well-annotated,2348.769562,5008.976056,2579.811607,AbrB
1474,BSU_10560,Transcription,essential,well-annotated,2585.593088,5065.187642,2881.491403,AbrB
1475,new_1130705_1131082,No COG category,essential,well-annotated,571.6609233,673.9977663,571.6399833,AbrB
1476,new_1130759_1130917_c,No COG category,essential,well-annotated,983.6847978,1621.372653,884.9793612,unknown
1477,BSU_10570,Function unknown,essential,well-annotated,875.4512848,1831.233443,800.1352085,unknown
1478,new_1132073_1132144_c,No COG category,essential,well-annotated,800.269455,2473.948924,764.991549,unknown
