TU,Strand,Start,End,Len ,MU Assembly,TSS ,Current Annotation Assembly,Promoter,Start,5'UTR Len
TU-1349,FWD,2313900,2314925,1025,MU-848,2314084,rcsB,rcsB,2314199,115
TU-1350,FWD,2313900,2314925,1025,MU-848,2314140,rcsB,rcsB,2314199,59
TU-1351,FWD,2318075,2320425,2350,MU-849,2318037,atoS;atoC,atoS,2318065,28
TU-1352,FWD,2321469,2325315,3846,MU-850,,atoD;atoA;atoE;atoB,atoD,2321469,
TU-1353,FWD,2337575,2338475,900,MU-851,2337562,ubiG,ubiG,2337589,27
TU-1354,FWD,2339250,2339425,175,MU-852,2339227,NT,,,
TU-1355,FWD,2342800,2346725,3925,MU-853;MU-854,2342780,nrdA;nrdB;yfaE,nrdA,2342887,107
TU-1356,FWD,2345275,2346725,1450,MU-854,2345374,nrdB;yfaE,nrdB,2345406,32
TU-1357,FWD,2347673,2347915,242,MU-855,,yfaH,yfaH,2347673,
TU-1358,FWD,2348025,2348225,200,MU-856,2347962,NT,,,
TU-1359,FWD,2350728,2354178,3450,MU-857,2350615,glpA;glpB;glpC,glpA,2350669,54
TU-1360,FWD,2354926,2355825,899,MU-858,,yfaD,yfaD,2354926,
TU-1361,FWD,2355604,2356154,550,MU-859,2355575,ypaA,ypaA,2355838,263
TU-1362,FWD,2362604,2362854,250,MU-860,2362549,nudI,nudI,2362576,27
TU-1363,FWD,2363879,2371279,7400,MU-861;MU-862;MU-863,2363738,arnB;arnC;arnA;arnD;arnT;arnE;arnF,arnB,2363950,212
TU-1364,FWD,2367379,2371279,3900,MU-862;MU-863,2367286,arnD;arnT;arnE;arnF,arnD,2368040,754
TU-1365,FWD,2367379,2371279,3900,MU-862;MU-863,2367400,arnD;arnT;arnE;arnF,arnD,2368040,640
TU-1366,FWD,2370254,2371279,1025,MU-863,2370154,arnE;arnF,arnE,2370579,425
TU-1367,FWD,2379629,2380504,875,MU-864,2379604,rbn,rbn,2379630,26
TU-1368,FWD,2379629,2380504,875,MU-864,2379610,rbn,rbn,2379630,20
TU-1369,FWD,2380735,2381946,1211,MU-865,,elaD,elaD,2380735,
TU-1370,FWD,2383882,2385459,1577,MU-866,2383830,yfbL;yfbM,yfbL,2383882,52
TU-1371,FWD,2386630,2388005,1375,MU-867,2386595,yfbO;yfbP,yfbO,2386603,8
TU-1372,FWD,2405547,2407697,2150,MU-868;MU-869,2405531,yfbQ;yfbR,yfbQ,2405583,52
TU-1373,FWD,2406897,2407697,800,MU-869,2406858,yfbR,yfbR,2406884,26
TU-1374,FWD,2411297,2414872,3575,MU-870;MU-871,2411366,ackA;pta,ackA,2411492,126
TU-1375,FWD,2411297,2412697,1400,MU-870,2411459,ackA;pta,ackA,2411492,33
TU-1376,FWD,2412747,2414872,2125,MU-871,2412727,pta,pta,2412769,42
TU-1377,FWD,2415122,2416472,1350,MU-872,,yfcC,yfcC,2415103,
TU-1378,FWD,2418647,2419222,575,MU-873,2418614,yfcG,yfcG,2418643,29
TU-1379,FWD,2419272,2420747,1475,MU-874;MU-875,2419323,folX;yfcH,folX,2419347,24
TU-1380,FWD,2419722,2420747,1025,MU-875,2419630,yfcH,yfcH,2419730,100
TU-1381,FWD,2435947,2437022,1075,MU-876,2435951,flk,flk,2435972,21
TU-1382,FWD,2439797,2441822,2025,MU-877,2439761,mnmC,mnmC,2439786,25
TU-1383,FWD,2446498,2447298,800,MU-878,2446603,yfcN,yfcN,2446628,25
TU-1384,FWD,2459250,2460625,1375,MU-879,2459227,fadL,fadL,2459328,101
TU-1385,FWD,2461034,2462092,1058,MU-880,,yfdF,yfdF,2461034,
TU-1386,FWD,2463328,2464228,900,MU-881,2463296,yfdC,yfdC,2463323,27
TU-1387,FWD,2464353,2464428,75,MU-882,2464331,argW,argW,2464331,0
TU-1388,FWD,2464578,2465778,1200,MU-883,2464537,intS,intS,2464567,30
TU-1389,FWD,2464578,2465778,1200,MU-883,2464558,intS,intS,2464567,9
TU-1390,FWD,2465878,2468403,2525,MU-884;MU-885,2465852,yfdG;yfdH;yfdI,yfdG,2465877,25
TU-1391,FWD,2465878,2468403,2525,MU-884;MU-885,2465858,yfdG;yfdH;yfdI,yfdG,2465877,19
TU-1392,FWD,2466953,2468403,1450,MU-885,2467044,yfdI,yfdI,2467153,109
TU-1393,FWD,2466953,2468403,1450,MU-885,2467055,yfdI,yfdI,2467153,98
TU-1394,FWD,2468778,2469228,450,MU-886,2468770,tfaS,tfaS,2468837,67
TU-1395,FWD,2471626,2474253,2627,MU-887,,yfdP;yfdQ;yfdR;yfdS;yfdT;ypdJ,yfdP,2471626,
TU-1396,FWD,2474278,2474553,275,MU-888,,torI,torI,2474332,
TU-1397,FWD,2474606,2474620,14,MU-889,,pawZ,pawZ,2474606,
TU-1398,FWD,2475869,2478128,2259,MU-890;MU-891,,dsdX;dsdA,dsdX,2475869,
TU-1399,FWD,2477078,2478128,1050,MU-891,2477127,dsdA,dsdA,2477224,97
TU-1400,FWD,2477078,2478128,1050,MU-891,2477132,dsdA,dsdA,2477224,92
TU-1401,FWD,2481679,2483754,2075,MU-892,2481652,evgA;evgS,evgA,2481777,125
TU-1402,FWD,2481679,2483754,2075,MU-892,2481663,evgA;evgS,evgA,2481777,114
TU-1403,FWD,2484079,2485704,1625,MU-893,2483950,NT,,,
TU-1404,FWD,2492720,2492995,275,MU-894,,ypdI,ypdI,2492720,
TU-1405,FWD,2493529,2493779,250,MU-895,2493621,lpxP,lpxP,2493667,46
TU-1406,FWD,2494829,2495004,175,MU-896,2494819,NT,,,
TU-1407,FWD,2497029,2499129,2100,MU-897,2496668,ypdA;ypdB,ypdA,2496693,25
TU-1408,FWD,2499204,2499879,675,MU-898,2499128,ypdC,ypdC,2499152,24
TU-1409,FWD,2507529,2508879,1350,MU-899,2507477,yfeO,yfeO,2507652,175
TU-1410,FWD,2508954,2509404,450,MU-900,2508983,ypeC,ypeC,2509023,40
TU-1411,FWD,2510829,2512379,1550,MU-901,2510904,nupC,nupC,2511064,160
TU-1412,FWD,2510829,2512379,1550,MU-901,2511000,nupC,nupC,2511064,64
TU-1413,FWD,2510829,2512379,1550,MU-901,2511032,nupC,nupC,2511064,32
TU-1414,FWD,2512404,2513604,1200,MU-902,2512273,insL,insL,2512353,80
TU-1415,FWD,2516479,2517204,725,MU-903,2516429,yfeC;yfeD,yfeC,2516489,60
TU-1416,FWD,2516479,2517204,725,MU-903,2516468,yfeC;yfeD,yfeC,2516489,21
TU-1417,FWD,2518929,2519504,575,MU-904,2518953,valU;valX;valY;lysV,valU,2518953,0
TU-1418,FWD,2523180,2523881,701,MU-905,2523196,yfeN,yfeN,2523149,-47
TU-1419,FWD,2524956,2526106,1150,MU-906,2524948,yfeH,yfeH,2524968,20
TU-1420,FWD,2529481,2530131,650,MU-907,2529446,cysZ,cysZ,2529485,39
TU-1421,FWD,2530381,2531581,1200,MU-908,2530399,cysK,cysK,2530431,32
TU-1422,FWD,2530381,2531581,1200,MU-908,2530408,cysK,cysK,2530431,23
TU-1423,FWD,2530381,2531581,1200,MU-908,2530418,cysK,cysK,2530431,13
TU-1424,FWD,2531606,2534381,2775,MU-909;MU-910,2531523,ptsH;ptsI;crr,ptsH,2531786,263
TU-1425,FWD,2531606,2534381,2775,MU-909;MU-910,2531529,ptsH;ptsI;crr,ptsH,2531786,257
TU-1426,FWD,2531606,2534381,2775,MU-909;MU-910,2531614,ptsH;ptsI;crr,ptsH,2531786,172
TU-1427,FWD,2531606,2534381,2775,MU-909;MU-910,2531617,ptsH;ptsI;crr,ptsH,2531786,169
TU-1428,FWD,2531606,2534381,2775,MU-909;MU-910,2531710,ptsH;ptsI;crr,ptsH,2531786,76
TU-1429,FWD,2531606,2534381,2775,MU-909;MU-910,2531713,ptsH;ptsI;crr,ptsH,2531786,73
TU-1430,FWD,2531606,2534381,2775,MU-909;MU-910,2531754,ptsH;ptsI;crr,ptsH,2531786,32
TU-1431,FWD,2531606,2534381,2775,MU-909;MU-910,2531757,ptsH;ptsI;crr,ptsH,2531786,29
TU-1432,FWD,2531606,2534381,2775,MU-909;MU-910,2531761,ptsH;ptsI;crr,ptsH,2531786,25
TU-1433,FWD,2533606,2534381,775,MU-910,2533502,crr,crr,2533856,354
TU-1434,FWD,2533606,2534381,775,MU-910,2533632,crr,crr,2533856,224
TU-1435,FWD,2533606,2534381,775,MU-910,2533789,crr,crr,2533856,67
TU-1436,FWD,2533606,2534381,775,MU-910,2533815,crr,crr,2533856,41
TU-1437,FWD,2533606,2534381,775,MU-910,2533834,crr,crr,2533856,22
TU-1438,FWD,2535431,2535756,325,MU-911,2535337,yfeK,yfeK,2535364,27
TU-1439,FWD,2535856,2536656,800,MU-912,2535779,yfeS,yfeS,2535771,-8
TU-1440,FWD,2541735,2541785,50,MU-913,,NT,,,
TU-1441,FWD,2543810,2545910,2100,MU-914,2543753,murQ;murP,murQ,2543795,42
TU-1442,FWD,2543810,2545910,2100,MU-914,2543763,murQ;murP,murQ,2543795,32
TU-1443,FWD,2546510,2547560,1050,MU-915,2546310,yfeW,yfeW,2546124,-186
TU-1444,FWD,2550310,2552110,1800,MU-916,2550264,amiA;hemF,amiA,2550374,110
TU-1445,FWD,2550310,2552110,1800,MU-916,2550301,amiA;hemF,amiA,2550374,73
TU-1446,FWD,2555360,2555960,600,MU-917,2555334,NT,,,
TU-1447,FWD,2556810,2558085,1275,MU-918,2556798,intZ,intZ,2556880,82
TU-1448,FWD,2558385,2558860,475,MU-919,2558357,yffL,yffL,2558279,-78
TU-1449,FWD,2558385,2558860,475,MU-919,2558413,yffL,yffL,2558279,-134
TU-1450,FWD,2559390,2560015,625,MU-920,,yffM;yffN,yffM,2559390,
TU-1451,FWD,2560136,2561136,1000,MU-921,2560064,yffO;yffP,yffO,2560133,69
TU-1452,FWD,2561586,2561786,200,MU-922,2561495,yffQ,yffQ,2561614,119
TU-1453,FWD,2561936,2562461,525,MU-923,2561969,yffR,yffR,2562002,33
TU-1454,FWD,2561936,2562461,525,MU-923,2561982,yffR,yffR,2562002,20
TU-1455,FWD,2562561,2563311,750,MU-924,2562517,yffS,yffS,2562545,28
TU-1456,FWD,2570187,2570462,275,MU-925,,NT,,,
TU-1457,FWD,2576637,2579762,3125,MU-926,2576628,talA;tktB,talA,2576688,60
TU-1458,FWD,2576637,2579762,3125,MU-926,2576664,talA;tktB,talA,2576688,24
TU-1459,FWD,2583613,2585113,1500,MU-927,2583542,narQ,narQ,2583753,211
TU-1460,FWD,2583613,2585113,1500,MU-927,2583590,narQ,narQ,2583753,163
TU-1461,FWD,2585563,2587788,2225,MU-928,2585611,acrD,acrD,2585617,6
TU-1462,FWD,2589188,2591263,2075,MU-929;MU-930;MU-931,2589198,yffB;dapE;ypfN,yffB,2589269,71
TU-1463,FWD,2589438,2591263,1825,MU-930;MU-931,2589582,dapE;ypfN,dapE,2589629,47
TU-1464,FWD,2590713,2591263,550,MU-931,2590733,ypfN,ypfN,2590784,51
TU-1465,FWD,2594813,2594988,175,MU-932,2594784,NT,,,
TU-1466,FWD,2597863,2598963,1100,MU-933;MU-934,2597901,gcvR;bcp,gcvR,2597928,27
TU-1467,FWD,2598438,2598963,525,MU-934,2598431,bcp,bcp,2598500,69
TU-1468,FWD,2598438,2598963,525,MU-934,2598450,bcp,bcp,2598500,50
TU-1469,FWD,2598438,2598963,525,MU-934,2598459,bcp,bcp,2598500,41
TU-1470,FWD,2598438,2598963,525,MU-934,2598466,bcp,bcp,2598500,34
TU-1471,FWD,2599223,2612804,13581,MU-935,,hyfA;hyfB;hyfC;hyfD;hyfE;hyfF;hyfG;hyfH;hyfI;hyfJ;hyfR;focB,hyfA,2599223,
TU-1472,FWD,2614040,2616065,2025,MU-936,2614048,yfgC;yfgD,yfgC,2614116,68
TU-1473,FWD,2614040,2616065,2025,MU-936,2614090,yfgC;yfgD,yfgC,2614116,26
TU-1474,FWD,2619191,2620891,1700,MU-937,2619175,purM;purN,purM,2619219,44
TU-1475,FWD,2620966,2624653,3687,MU-938,2620970,ppk;ppx,ppk,2621066,96
TU-1476,FWD,2620966,2624653,3687,MU-938,2620980,ppk;ppx,ppk,2621066,86
TU-1477,FWD,2626078,2626153,75,MU-939,2626040,NT,,,
TU-1478,FWD,2627303,2627503,200,MU-940,2627274,yfgG,yfgG,2627312,38
TU-1479,FWD,2627878,2628853,975,MU-941,2627785,yfgH;yfgI,yfgH,2627814,29
TU-1480,FWD,2632253,2633753,1500,MU-942,2632219,xseA,xseA,2632254,35
TU-1481,FWD,2650430,2651355,925,MU-943,2650491,sseA,sseA,2650516,25
TU-1482,FWD,2651537,2651745,208,MU-944,,IS128,IS128,2651537,
TU-1483,FWD,2651899,2652149,250,MU-945,2651867,ryfA,ryfA,2651877,10
TU-1484,FWD,2661452,2662202,750,MU-946,2661428,suhB,suhB,2661464,36
TU-1485,FWD,2661452,2662202,750,MU-946,2661437,suhB,suhB,2661464,27
TU-1486,FWD,2662385,2663266,881,MU-947,,yfhR,yfhR,2662385,
TU-1487,FWD,2663452,2664952,1500,MU-948,2663423,csiE,csiE,2663457,34
TU-1488,FWD,2666202,2666327,125,MU-949,2666220,NT,,,
TU-1489,FWD,2667227,2671777,4550,MU-950;MU-951,2667041,hcaE;hcaF;hcaC;hcaB;hcaD;yphA,hcaE,2667054,13
TU-1490,FWD,2671302,2671777,475,MU-951,2671343,yphA,yphA,2671368,25
TU-1491,FWD,2680827,2682077,1250,MU-952,2680827,yphH,yphH,2680885,58
TU-1492,FWD,2682152,2682252,100,MU-953,2682044,NT,,,
TU-1493,FWD,2683852,2685052,1200,MU-954,2683819,hmp,hmp,2683857,38
TU-1494,FWD,2683852,2685052,1200,MU-954,2683831,hmp,hmp,2683857,26
TU-1495,FWD,2693777,2694952,1175,MU-955,2693782,yfhD,yfhD,2693823,41
TU-1496,FWD,2696727,2698002,1275,MU-956;MU-957,2696762,yfhH;yfhL,yfhH,2696781,19
TU-1497,FWD,2697652,2698002,350,MU-957,2697658,yfhL,yfhL,2697685,27
TU-1498,FWD,2697652,2698002,350,MU-957,2697678,yfhL,yfhL,2697685,7
TU-1499,FWD,2698542,2698618,76,MU-958,,ryfC,ryfC,2698542,
TU-1500,FWD,2708439,2710114,1675,MU-959,2708414,nadB,nadB,2708442,28
TU-1501,FWD,2710789,2712414,1625,MU-960,2710900,srmB,srmB,2710918,18
TU-1502,FWD,2713445,2714032,587,MU-961,,eamB,eamB,2713445,
TU-1503,FWD,2714764,2715564,800,MU-962,2714752,ung,ung,2714776,24
TU-1504,FWD,2716714,2717164,450,MU-963,2716697,trxC,trxC,2716757,60
TU-1505,FWD,2717264,2720264,3000,MU-964,2717227,yfiP;yfiQ,yfiP,2717245,18
TU-1506,FWD,2720314,2722089,1775,MU-965;MU-966,2720309,pssA,pssA,2720749,440
TU-1507,FWD,2720664,2722089,1425,MU-966,2720643,pssA,pssA,2720749,106
TU-1508,FWD,2720664,2722089,1425,MU-966,2720648,pssA,pssA,2720749,101
TU-1509,FWD,2720664,2722089,1425,MU-966,2720691,pssA,pssA,2720749,58
TU-1510,FWD,2722150,2722473,323,MU-967,,yfiM,yfiM,2722150,
TU-1511,FWD,2723890,2724040,150,MU-968,2723856,NT,,,
TU-1512,FWD,2733994,2734894,900,MU-969,2733982,bamD,bamD,2734168,186
TU-1513,FWD,2733994,2734894,900,MU-969,2734095,bamD,bamD,2734168,73
TU-1514,FWD,2733994,2734894,900,MU-969,2734107,bamD,bamD,2734168,61
TU-1515,FWD,2733994,2734894,900,MU-969,2734135,bamD,bamD,2734168,33
TU-1516,FWD,2735144,2735569,425,MU-970,2735146,raiA,raiA,2735176,30
TU-1517,FWD,2735144,2735569,425,MU-970,2735152,raiA,raiA,2735176,24
TU-1518,FWD,2735619,2736819,1200,MU-971,2735602,pheL;pheA,pheL,2735621,19
TU-1519,FWD,2739394,2739744,350,MU-972,2739371,yfiL,yfiL,2739382,11
TU-1520,FWD,2739869,2742119,2250,MU-973,2739846,yfiR;yfiN;yfiB,yfiR,2739897,51
TU-1521,FWD,2745970,2747970,2000,MU-974,2745953,ypjD;yfjD,ypjD,2745984,31
TU-1522,FWD,2748745,2749645,900,MU-975,2748759,nadK,nadK,2748853,94
TU-1523,FWD,2748745,2749645,900,MU-975,2748788,nadK,nadK,2748853,65
TU-1524,FWD,2749820,2751470,1650,MU-976,2749782,recN,recN,2749817,35
TU-1525,FWD,2749820,2751470,1650,MU-976,2749795,recN,recN,2749817,22
TU-1526,FWD,2751520,2751970,450,MU-977,2751510,smpA,smpA,2751627,117
TU-1527,FWD,2751520,2751970,450,MU-977,2751542,smpA,smpA,2751627,85
TU-1528,FWD,2751520,2751970,450,MU-977,2751577,smpA,smpA,2751627,50
TU-1529,FWD,2751520,2751970,450,MU-977,2751616,smpA,smpA,2751627,11
TU-1530,FWD,2752820,2753495,675,MU-978,2752854,smpB,smpB,2752918,64
TU-1531,FWD,2752820,2753495,675,MU-978,2752896,smpB,smpB,2752918,22
TU-1532,FWD,2753620,2754020,400,MU-979,2753615,ssrA,ssrA,2753615,0
TU-1533,FWD,2754170,2755370,1200,MU-980,2754155,intA,intA,2754181,26
TU-1534,FWD,2754170,2755370,1200,MU-980,2754190,intA,intA,2754181,-9
TU-1535,FWD,2755920,2756070,150,MU-981,,NT,,,
TU-1536,FWD,2756666,2756878,212,MU-982,2756635,alpA,alpA,2756666,31
TU-1537,FWD,2757007,2759195,2188,MU-983,,yfjI;yfjJ,yfjI,2757007,
TU-1538,FWD,2763411,2763811,400,MU-984,2763238,NT,,,
TU-1539,FWD,2763936,2764486,550,MU-985,2763916,rnlA,rnlA,2763940,24
TU-1540,FWD,2763936,2764486,550,MU-985,2763922,rnlA,rnlA,2763940,18
TU-1541,FWD,2764511,2765461,950,MU-986,2764659,yfjO,yfjO,2765006,347
TU-1542,FWD,2764511,2765461,950,MU-986,2764729,yfjO,yfjO,2765006,277
TU-1543,FWD,2766092,2766592,500,MU-987,,yfjP;yfjQ,yfjP,2765732,
TU-1544,FWD,2767725,2769637,1912,MU-988,,yfjR;ypjK;yfjS;yfjT,yfjR,2767725,
TU-1545,FWD,2769842,2770167,325,MU-989,2769830,NT,,,
TU-1546,FWD,2771242,2772842,1600,MU-990,2771308,yfjW,yfjW,2771340,32
TU-1547,FWD,2773417,2773492,75,MU-991,2773413,NT,,,
TU-1548,FWD,2773567,2775804,2237,MU-992,,ypjI;yfjX;yfjY;ypjJ;yfjZ;ypjF,ypjI,2773567,
TU-1549,FWD,2775792,2776043,251,MU-993,2775809,psaA,psaA,2775994,185
TU-1550,FWD,2776893,2776993,100,MU-994,2776786,NT,,,
TU-1551,FWD,2784419,2786671,2252,MU-995,,ygaQ,ygaQ,2784419,
TU-1552,FWD,2786976,2794352,7376,MU-996;MU-997;MU-998,2786949,csiD;ygaF;gabD;gabT;gabP;csiR,csiD,2787007,58
TU-1553,FWD,2788851,2794352,5501,MU-997;MU-998,2788933,gabD;gabT;gabP;csiR,gabD,2789295,362
TU-1554,FWD,2788851,2794352,5501,MU-997;MU-998,2788948,gabD;gabT;gabP;csiR,gabD,2789295,347
TU-1555,FWD,2793702,2794352,650,MU-998,2793646,csiR,csiR,2793696,50
TU-1556,FWD,2795252,2796027,775,MU-999,2795209,ygaV;ygaP,ygaV,2795233,24
TU-1557,FWD,2795252,2796027,775,MU-999,2795219,ygaV;ygaP,ygaV,2795233,14
TU-1558,FWD,2797127,2797902,775,MU-1000,2797144,ygaW,ygaW,2797186,42
TU-1559,FWD,2798177,2798502,325,MU-1001,2798143,ygaM,ygaM,2798156,13
TU-1560,FWD,2798177,2798502,325,MU-1001,2798150,ygaM,ygaM,2798156,6
TU-1561,FWD,2798702,2802478,3776,MU-1002,2798678,nrdH;nrdI;nrdE;nrdF,nrdH,2798745,67
TU-1562,FWD,2802828,2806028,3200,MU-1003,2802587,proV;proW;proX,proV,2802837,250
TU-1563,FWD,2802828,2806028,3200,MU-1003,2802771,proV;proW;proX,proV,2802837,66
TU-1564,FWD,2802828,2806028,3200,MU-1003,2802782,proV;proW;proX,proV,2802837,55
TU-1565,FWD,2806338,2807515,1177,MU-1004,,ygaY,ygaY,2806338,
TU-1566,FWD,2807628,2808828,1200,MU-1005,2807591,ygaZ;ygaH,ygaZ,2807639,48
TU-1567,FWD,2807628,2808828,1200,MU-1005,2807602,ygaZ;ygaH,ygaZ,2807639,37
TU-1568,FWD,2807628,2808828,1200,MU-1005,2807710,ygaZ;ygaH,ygaZ,2807639,-71
TU-1569,FWD,2808853,2810103,1250,MU-1006,2808717,mprA,mprA,2808792,75
TU-1570,FWD,2808853,2810103,1250,MU-1006,2808741,mprA,mprA,2808792,51
TU-1571,FWD,2808853,2810103,1250,MU-1006,2808755,mprA,mprA,2808792,37
TU-1572,FWD,2808853,2810103,1250,MU-1006,2808768,mprA,mprA,2808792,24
TU-1573,FWD,2810128,2812178,2050,MU-1007,2809360,emrA;emrB,emrA,2809449,89
TU-1574,FWD,2812831,2812856,25,MU-1008,2812824,micA,micA,2812824,0
TU-1575,FWD,2823906,2826281,2375,MU-1009,2823750,srlA;srlE;srlB;srlD,srlA,2823854,104
TU-1576,FWD,2823906,2826281,2375,MU-1009,2823813,srlA;srlE;srlB;srlD,srlA,2823854,41
TU-1577,FWD,2826643,2827002,359,MU-1010,,gutM,gutM,2826643,
TU-1578,FWD,2826981,2828756,1775,MU-1011;MU-1012,2826984,srlR;gutQ,srlR,2827069,85
TU-1579,FWD,2827781,2828756,975,MU-1012,2827732,gutQ,gutQ,2827835,103
TU-1580,FWD,2830756,2831056,300,MU-1013,2830462,norV;norW;C0664,norV,2830498,36
TU-1581,FWD,2835331,2835456,125,MU-1014,2835275,NT,,,
TU-1582,FWD,2837481,2840481,3000,MU-1015,2837449,ascF;ascB,ascF,2837546,97
TU-1583,FWD,2848706,2854256,5550,MU-1016;MU-1017;MU-1018,2848861,hypA;hypB;hypC;hypD;hypE;fhlA,hypA,2848669,-192
TU-1584,FWD,2850706,2854256,3550,MU-1017;MU-1018,2850757,hypE;fhlA,hypE,2851318,561
TU-1585,FWD,2852331,2854256,1925,MU-1018,2852316,fhlA,fhlA,2852360,44
TU-1586,FWD,2852331,2854256,1925,MU-1018,2852323,fhlA,fhlA,2852360,37
TU-1587,FWD,2855081,2857731,2650,MU-1019,2855046,mutS,mutS,2855115,69
TU-1588,FWD,2855081,2857731,2650,MU-1019,2855085,mutS,mutS,2855115,30
TU-1589,FWD,2855081,2857731,2650,MU-1019,2855105,mutS,mutS,2855115,10
TU-1590,FWD,2855081,2857731,2650,MU-1019,2855132,mutS,mutS,2855115,-17
TU-1591,FWD,2857782,2858438,656,MU-1020,,pphB,pphB,2857782,
TU-1592,FWD,2859457,2864407,4950,MU-1021,2859414,ygbJ;ygbK;ygbL;ygbM;ygbN,ygbJ,2859452,38
TU-1593,FWD,2865857,2865932,75,MU-1022,2865777,NT,,,
TU-1594,FWD,2874607,2875632,1025,MU-1023,2874569,iap,iap,2874603,34
TU-1595,FWD,2890253,2892703,2450,MU-1024,2890212,sscR;ygcN;ygcO;ygcP,sscR,2890236,24
TU-1596,FWD,2898614,2901396,2782,MU-1025,,yqcE;ygcE,yqcE,2898614,
TU-1597,FWD,2901938,2902488,550,MU-1026,2902008,NT,,,
TU-1598,FWD,2903733,2904605,872,MU-1027,,ygcG,ygcG,2903733,
TU-1599,FWD,2912813,2915838,3025,MU-1028,2912910,barA,barA,2913079,169
TU-1600,FWD,2923363,2924213,850,MU-1029,2923341,queF,queF,2923370,29
TU-1601,FWD,2924263,2925688,1425,MU-1030,2924294,ygdH,ygdH,2924330,36
TU-1602,FWD,2926165,2929815,3650,MU-1031,2926172,sdaC;sdaB;ygdG,sdaC,2926251,79
TU-1603,FWD,2926165,2929815,3650,MU-1031,2926178,sdaC;sdaB;ygdG,sdaC,2926251,73
TU-1604,FWD,2926165,2929815,3650,MU-1031,2926223,sdaC;sdaB;ygdG,sdaC,2926251,28
TU-1605,FWD,2932257,2936908,4651,MU-1032,,fucP;fucI;fucK,fucP,2932257,
TU-1606,FWD,2936515,2938123,1608,MU-1033,2936466,fucU;fucR,fucU,2936910,444
TU-1607,FWD,2936515,2938123,1608,MU-1033,2936671,fucU;fucR,fucU,2936910,239
TU-1608,FWD,2940748,2940848,100,MU-1034,2940718,gcvB,gcvB,2940718,0
TU-1609,FWD,2941348,2942998,1650,MU-1035;MU-1036,2941341,csdA;csdE,csdA,2941359,18
TU-1610,FWD,2942373,2942998,625,MU-1036,2942505,csdE,csdE,2942564,59
TU-1611,FWD,2943923,2944023,100,MU-1037,,NT,,,
TU-1612,FWD,2945423,2945498,75,MU-1038,2945409,metZ;metW;metV,metZ,2945409,0
TU-1613,FWD,2947223,2949273,2050,MU-1039,2947233,argA,argA,2947264,31
TU-1614,FWD,2947223,2949273,2050,MU-1039,2947241,argA,argA,2947264,23
TU-1615,FWD,2967600,2968275,675,MU-1040,2967638,mutH,mutH,2967684,46
TU-1616,FWD,2968450,2968925,475,MU-1041,2968416,ygdQ,ygdQ,2968442,26
TU-1617,FWD,2969300,2969500,200,MU-1042,2969260,ygdR,ygdR,2969293,33
TU-1618,FWD,2969300,2969500,200,MU-1042,2969272,ygdR,ygdR,2969293,21
TU-1619,FWD,2969575,2970778,1203,MU-1043,2969587,tas,tas,2969619,32
TU-1620,FWD,2974578,2975778,1200,MU-1044,2974591,galR,galR,2974621,30
TU-1621,FWD,2977028,2977903,875,MU-1045,2976932,lysR,lysR,2977043,111
TU-1622,FWD,2980503,2980778,275,MU-1046,2980467,NT,,,
TU-1623,FWD,2981553,2981853,300,MU-1047,,NT,,,
TU-1624,FWD,2983869,2985098,1229,MU-1048,2983673,yqeG,yqeG,2983869,196
TU-1625,FWD,2985558,2986190,632,MU-1049,2985533,yqeH,yqeH,2985558,25
TU-1626,FWD,2986524,2987808,1284,MU-1050,,yqeI;yqeJ,yqeI,2986524,
TU-1627,FWD,2988576,2989065,489,MU-1051,2988440,ygeF,ygeF,2988576,136
TU-1628,FWD,2989290,2989781,491,MU-1052,,ygeG,ygeG,2989290,
TU-1629,FWD,2990116,2991492,1376,MU-1053,2990004,ygeH,ygeH,2990116,112
TU-1630,FWD,2991660,2991878,218,MU-1054,2991615,ygeI,ygeI,2991660,45
TU-1631,FWD,2991961,2992463,502,MU-1055,,pbl,pbl,2991961,
TU-1632,FWD,2994300,2994625,325,MU-1056,,NT,,,
TU-1633,FWD,2998425,3002100,3675,MU-1057,2998296,xdhA;xdhB;xdhC,xdhA,2998367,71
TU-1634,FWD,3005554,3010179,4625,MU-1058,,ygeW;ygeX;ygeY;hyuA;yqeA,ygeW,3004284,
TU-1635,FWD,3013129,3013954,825,MU-1059,3013125,ygfJ,ygfJ,3013182,57
TU-1636,FWD,3016154,3021804,5650,MU-1060,,ygfK;ssnA;ygfM;xdhD,ygfK,3014082,
TU-1637,FWD,3022373,3023773,1400,MU-1061,,ygfO,ygfO,3022373,
TU-1638,FWD,3023729,3026502,2773,MU-1062,3023691,guaD;ygfQ,guaD,3023788,97
TU-1639,FWD,3029389,3030837,1448,MU-1063,,ygfU,ygfU,3029389,
TU-1640,FWD,3031077,3031727,650,MU-1064,3031063,idi,idi,3031087,24
TU-1641,FWD,3031077,3031727,650,MU-1064,3031071,idi,idi,3031087,16
TU-1642,FWD,3037877,3038377,500,MU-1065,3037844,fldB,fldB,3037877,33
TU-1643,FWD,3039327,3040677,1350,MU-1066,3039304,ygfZ,ygfZ,3039335,31
TU-1644,FWD,3041627,3043177,1550,MU-1067,3041661,bglA,bglA,3041684,23
TU-1645,FWD,3041627,3043177,1550,MU-1067,3041716,bglA,bglA,3041684,-32
TU-1646,FWD,3053527,3053777,250,MU-1068,3053511,zapA,zapA,3053634,123
